symbol,trade_date,rsi,macd,sma_50,sma_200
STK006,2023-03-05,69.62,3.59,24.61,145.16
STK003,2023-03-31,97.8,1.26,137.29,82.12
STK007,2024-06-19,74.05,1.32,152.35,216.26
STK032,2024-01-26,64.37,-2.12,77.17,68.38
STK037,2023-07-20,18.81,1.65,159.88,106.57
STK013,2023-06-02,54.94,-2.56,236.52,30.97
STK037,2024-07-28,54.13,-0.81,103.56,30.38
STK013,2024-04-17,13.83,4.02,79.16,140.48
STK008,2024-01-16,60.57,2.35,65.48,95.91
STK028,2023-09-09,52.19,-1.33,125.67,143.5
STK027,2024-09-07,60.55,-0.47,109.07,207.64
STK006,2023-09-06,21.64,0.15,123.34,38.88
STK015,2023-02-01,3.83,-4.6,227.99,174.53
STK038,2024-09-05,74.04,-3.92,243.47,245.45
STK015,2023-11-03,75.65,1.4,288.45,90.29
STK018,2023-03-11,93.91,2.37,54.55,270.29
STK020,2024-01-29,37.68,0.63,143.52,248.01
STK030,2023-12-11,43.55,1.76,53.88,250.39
STK037,2023-03-16,84.0,2.81,296.61,102.48
STK037,2023-01-06,29.62,-4.58,60.31,58.43
STK020,2023-04-25,61.34,4.36,237.68,158.3
STK002,2023-06-05,50.88,3.86,148.11,88.33
STK005,2024-03-31,26.2,-1.96,170.22,216.18
STK027,2023-07-04,95.49,-1.43,152.79,146.28
STK030,2024-07-20,75.99,-3.03,40.23,226.11
STK034,2024-01-31,45.28,-2.96,217.76,61.55
STK021,2024-03-18,68.39,-3.0,67.54,35.24
STK019,2023-11-19,6.5,-1.06,123.36,250.35
STK040,2023-03-07,32.79,-0.31,210.11,233.84
STK010,2024-03-26,23.19,1.91,281.48,274.55
STK004,2023-07-11,11.37,-3.36,155.63,44.5
STK039,2024-06-18,91.07,3.58,56.43,214.94
STK029,2023-05-21,15.19,-3.68,59.79,297.58
STK017,2023-05-26,62.21,-4.43,142.91,68.81
STK010,2023-09-02,3.07,2.8,79.94,23.35
STK001,2024-04-25,97.49,-2.75,61.24,258.88
STK018,2023-10-03,88.28,-2.22,274.7,48.43
STK029,2023-10-16,63.26,0.39,35.65,114.55
STK034,2023-01-13,4.54,-0.32,70.34,112.15
STK010,2024-08-11,64.89,-2.46,192.44,34.73
STK037,2024-08-06,51.9,-3.38,75.76,254.02
STK009,2023-03-31,34.95,4.07,66.91,263.73
STK012,2023-08-10,24.34,2.82,43.64,136.31
STK007,2024-01-20,17.18,1.39,118.31,128.24
STK038,2024-06-10,4.25,0.21,55.53,44.79
STK005,2023-08-17,65.58,2.76,291.55,156.16
STK004,2023-11-11,5.44,3.22,66.93,93.31
STK040,2023-07-21,0.92,3.49,34.83,229.7
STK015,2024-06-09,66.44,2.94,192.69,297.21
STK024,2024-01-12,22.64,1.51,42.29,286.85
STK030,2024-10-19,90.5,-0.44,32.13,82.33
STK035,2023-12-13,45.08,-3.72,292.32,21.09
STK014,2023-08-08,18.87,-1.23,238.35,138.42
STK023,2024-08-14,56.43,0.93,27.69,127.2
STK001,2023-05-20,22.06,-3.99,148.08,112.59
STK034,2023-04-12,1.64,-2.56,57.89,49.02
STK012,2023-05-12,94.95,-0.92,56.96,64.14
STK008,2024-08-10,52.78,-0.82,225.74,152.95
STK013,2023-08-22,27.77,0.19,64.59,47.72
STK025,2024-07-08,95.94,3.94,298.93,70.67
STK014,2024-03-03,79.67,-4.29,77.76,165.36
STK034,2023-10-04,51.4,0.26,251.95,159.84
STK031,2024-04-20,7.36,-4.7,182.78,32.54
STK038,2023-09-06,95.13,1.53,231.76,22.97
STK029,2024-10-04,39.79,-3.2,257.99,79.61
STK025,2024-09-10,37.07,4.34,62.16,110.05
STK006,2024-02-20,99.44,-4.31,172.23,62.22
STK002,2024-09-27,9.18,4.03,85.92,284.79
STK028,2024-04-23,79.47,4.49,31.37,171.84
STK031,2023-08-24,21.98,-0.44,190.96,240.92
STK040,2023-07-29,7.05,-1.53,165.75,192.57
STK013,2024-02-20,32.44,-2.15,164.78,163.55
STK034,2023-12-14,54.08,-0.29,83.87,71.83
STK031,2023-10-30,87.72,-2.7,170.49,151.01
STK010,2023-07-14,25.19,-3.97,90.93,186.19
STK037,2024-09-20,66.99,2.89,42.39,220.02
STK033,2024-03-04,18.64,-3.87,261.22,86.7
STK024,2024-09-10,42.85,0.01,146.6,68.99
STK025,2024-05-23,60.68,-0.34,66.96,177.32
STK010,2024-06-08,77.02,0.13,131.19,211.76
STK024,2024-11-19,28.9,4.51,36.99,296.1
STK002,2023-08-19,90.76,4.0,48.02,46.69
STK037,2023-05-19,89.6,1.32,101.17,229.58
STK013,2023-03-02,16.97,-0.54,252.49,242.38
STK022,2024-08-23,57.59,2.02,242.54,229.72
STK003,2023-07-25,22.74,1.07,237.56,85.28
STK034,2023-08-02,83.58,3.67,269.09,234.45
STK027,2024-06-28,26.13,-4.61,35.92,109.2
STK021,2024-01-30,20.47,-2.81,54.78,86.23
STK001,2023-08-27,60.84,-1.94,179.53,225.59
STK005,2023-07-14,86.68,-3.12,34.02,242.87
STK020,2023-06-03,16.97,0.74,113.72,285.86
STK036,2024-11-08,74.67,3.24,82.89,123.54
STK025,2023-12-14,1.51,0.74,216.73,102.31
STK019,2024-01-04,36.07,0.93,219.87,79.94
STK013,2024-02-13,85.13,-2.2,88.64,198.43
STK031,2023-11-11,24.58,-0.32,154.33,137.31
STK016,2023-06-08,47.47,-3.03,247.79,192.75
STK025,2023-02-26,27.78,-2.6,36.89,138.6
STK006,2023-06-07,12.03,2.82,221.32,95.79
STK014,2024-04-30,57.4,2.63,27.2,282.33
STK019,2023-07-24,18.91,-0.38,56.84,299.46
STK029,2023-11-11,58.81,1.13,282.84,174.02
STK031,2024-02-26,60.75,-4.0,154.6,292.26
STK027,2023-10-22,14.5,1.55,228.1,156.0
STK015,2024-04-24,31.56,-4.27,148.89,247.03
STK032,2024-06-05,97.86,4.48,57.11,52.93
STK036,2023-04-01,43.28,1.51,173.04,176.56
STK005,2023-03-10,57.12,3.77,249.15,92.76
STK032,2024-04-09,34.1,-2.83,42.09,61.34
STK030,2024-09-20,48.04,-0.69,126.32,179.56
STK039,2024-01-14,35.1,-1.63,100.0,89.29
STK010,2024-07-18,61.97,3.82,61.93,147.06
STK016,2024-02-21,94.37,3.01,176.88,287.95
STK011,2024-07-24,94.07,-1.93,48.23,100.61
STK024,2023-11-21,27.27,3.55,261.54,246.11
STK032,2023-12-18,31.81,0.82,164.31,296.43
STK034,2023-06-05,9.34,-1.51,24.46,273.41
STK027,2023-11-10,38.2,-3.62,189.84,291.86
STK029,2023-07-08,21.46,-4.97,111.74,97.22
STK019,2023-08-14,73.41,2.74,103.94,98.57
STK015,2024-05-03,30.57,2.62,260.89,182.0
STK036,2024-06-01,89.17,2.43,280.72,295.31
STK028,2024-07-07,54.8,-2.97,232.15,207.93
STK018,2024-08-18,9.83,0.81,53.81,122.41
STK026,2023-05-28,89.18,4.95,104.66,28.25
STK016,2023-08-10,33.66,4.88,212.17,244.89
STK034,2024-03-06,14.12,-0.95,92.44,245.5
STK036,2024-07-16,5.32,4.18,219.05,262.29
STK030,2024-01-27,41.79,-0.43,68.72,196.17
STK002,2023-06-20,22.7,3.56,51.34,86.06
STK003,2023-06-14,4.98,4.51,242.97,261.78
STK021,2023-02-02,7.77,2.6,57.92,276.8
STK020,2023-01-01,98.62,-4.73,28.88,151.01
STK009,2023-11-07,45.84,-1.97,247.82,82.85
STK023,2024-02-14,89.18,-0.83,211.96,248.69
STK021,2024-10-23,53.83,0.61,246.78,280.04
STK002,2024-02-13,46.53,1.02,210.87,99.86
STK013,2024-08-16,90.22,4.29,115.63,90.9
STK012,2023-05-29,39.11,4.43,207.25,52.17
STK029,2024-01-15,98.21,-0.38,21.04,52.8
STK006,2024-08-09,0.41,-4.58,261.63,98.46
STK030,2024-09-06,73.23,-2.01,234.72,32.23
STK006,2024-01-17,52.03,0.17,166.38,56.39
STK024,2024-06-02,84.52,2.02,268.76,234.92
STK004,2024-10-28,65.99,-3.13,150.83,111.58
STK033,2023-05-06,64.4,-2.24,140.34,178.56
STK003,2024-02-17,35.0,-0.57,73.05,50.17
STK012,2024-07-04,33.98,-1.71,58.75,150.32
STK009,2024-06-16,39.13,-0.25,52.68,188.98
STK003,2023-06-27,19.38,-3.12,267.47,126.05
STK010,2024-07-19,78.17,-0.54,225.03,37.34
STK037,2024-04-15,2.49,1.37,106.59,64.03
STK004,2023-12-18,90.28,-3.67,45.01,158.41
STK023,2024-10-18,3.38,-1.14,251.69,60.32
STK030,2024-02-12,59.02,3.13,177.48,242.87
STK013,2023-05-08,10.88,-2.13,32.92,203.91
STK035,2024-02-01,81.0,1.71,202.67,88.75
STK027,2024-06-26,59.67,-1.76,25.44,52.62
STK034,2024-01-12,22.72,-0.76,55.18,40.24
STK026,2023-09-21,17.68,2.71,192.57,142.07
STK020,2024-02-12,68.22,-4.21,22.7,206.98
STK029,2023-11-24,68.58,0.21,26.76,170.39
STK027,2023-08-31,99.99,3.06,66.62,29.91
STK031,2024-11-19,92.1,4.47,263.38,174.33
STK018,2024-06-04,23.7,2.89,44.47,34.62
STK005,2024-10-20,62.57,-4.54,292.12,79.43
STK021,2023-03-25,58.72,-1.49,82.11,20.25
STK031,2023-10-27,41.18,4.91,57.16,165.68
STK020,2024-07-08,19.21,1.57,42.68,106.66
STK002,2024-02-15,30.97,-2.67,103.87,299.01
STK039,2023-12-02,40.76,4.93,284.51,23.59
STK015,2024-06-13,96.18,3.71,115.09,253.05
STK036,2024-03-19,90.93,2.99,137.67,271.15
STK019,2024-06-17,88.11,-4.87,162.14,218.28
STK009,2023-06-07,54.39,-3.34,163.95,102.04
STK013,2023-05-26,22.41,3.74,283.87,194.67
STK011,2023-11-17,59.61,-1.69,112.11,46.98
STK018,2023-02-02,37.62,2.25,267.22,96.37
STK004,2023-01-15,75.98,-4.95,152.7,99.72
STK007,2024-08-09,61.02,4.53,62.23,251.4
STK007,2023-03-10,75.45,3.51,212.19,228.03
STK010,2024-06-18,18.69,1.91,225.94,123.94
STK026,2023-10-15,11.59,0.94,183.46,21.44
STK015,2024-08-18,99.91,3.13,209.35,147.54
STK040,2024-05-05,74.49,3.09,30.63,103.73
STK010,2023-06-27,9.43,3.53,280.57,112.03
STK005,2024-11-03,16.11,0.97,197.93,181.89
STK023,2023-06-20,36.32,-2.49,208.02,143.34
STK035,2023-08-04,36.41,4.06,185.82,256.46
STK018,2024-04-10,12.77,-1.27,275.54,215.38
STK008,2023-05-16,2.03,4.87,195.75,121.28
STK021,2023-01-06,58.2,-4.86,30.77,192.63
STK014,2023-01-04,36.73,4.46,104.86,43.52
STK014,2023-10-12,25.84,-1.82,256.54,286.33
STK007,2023-06-08,72.18,-1.93,29.28,139.1
STK002,2023-05-07,95.86,-0.3,256.26,70.76
STK001,2024-09-04,93.22,-0.09,32.67,276.84
STK017,2023-01-10,13.11,-0.97,290.03,213.89
STK028,2024-07-16,97.84,-0.4,279.67,124.74
STK011,2024-08-10,58.64,-4.67,249.33,58.16
STK039,2023-03-10,42.38,3.84,154.6,31.69
STK013,2023-05-26,98.89,0.43,175.01,57.17
STK023,2023-01-07,54.77,1.79,29.2,243.68
STK006,2024-04-25,4.68,-0.52,100.35,23.4
STK036,2023-04-06,37.56,-1.24,73.88,134.7
STK012,2023-09-17,26.08,-2.76,145.89,106.32
STK037,2023-12-21,41.97,0.15,179.54,281.81
STK011,2024-05-07,86.16,4.56,91.19,32.04
STK009,2023-10-16,43.31,4.82,194.17,183.07
STK038,2024-06-13,56.52,0.27,137.62,259.42
STK022,2024-11-07,33.41,-1.22,59.21,56.79
STK025,2023-01-09,52.25,4.97,287.65,73.25
STK014,2024-08-30,8.19,4.93,249.34,243.72
STK027,2023-05-22,91.21,1.52,284.12,218.03
STK002,2023-05-22,55.6,-2.45,275.94,173.57
STK038,2023-06-27,53.89,-3.14,235.54,240.95
STK006,2024-11-22,80.22,4.07,265.26,191.11
STK007,2023-05-21,24.04,-0.65,118.05,117.33
STK013,2023-07-22,35.29,-0.51,261.98,183.41
STK019,2024-02-03,54.2,1.29,157.51,227.71
STK019,2024-04-11,88.23,-1.96,299.65,204.56
STK040,2024-01-17,9.09,3.5,136.84,201.77
STK032,2023-06-22,26.64,-4.96,88.4,90.5
STK029,2023-05-30,63.71,3.4,83.39,285.24
STK013,2024-01-20,9.88,4.52,101.12,108.94
STK020,2024-06-29,73.71,-1.17,41.44,288.58
STK022,2023-07-12,59.11,2.16,287.87,216.32
STK014,2023-08-02,25.67,4.66,126.63,104.94
STK025,2023-06-21,58.3,1.31,29.42,115.46
STK003,2023-03-20,76.35,-3.61,108.51,199.69
STK011,2024-02-19,23.44,-2.39,237.54,113.05
STK002,2023-03-26,72.63,3.58,238.38,135.05
STK011,2023-09-22,60.03,4.11,195.83,227.4
STK022,2024-04-18,8.65,0.83,232.04,213.1
STK039,2023-03-23,82.94,0.87,56.99,36.11
STK027,2023-03-23,99.44,-3.94,41.55,71.19
STK008,2023-10-11,79.54,3.85,50.24,172.44
STK025,2023-09-04,96.35,-4.85,177.53,33.96
STK028,2024-10-21,8.44,-4.04,52.03,56.04
STK038,2024-07-23,79.17,-0.42,91.3,198.42
STK034,2023-08-31,32.27,2.42,42.27,223.61
STK013,2023-10-17,81.41,-0.73,52.44,181.02
STK026,2023-07-29,20.57,2.59,30.6,30.84
STK028,2024-10-31,34.74,0.2,59.62,177.2
STK001,2023-01-07,57.66,-2.3,82.33,275.49
STK006,2024-07-20,41.68,0.83,108.91,201.66
STK028,2023-03-31,89.28,1.78,232.04,211.82
STK006,2023-09-30,72.87,0.7,214.09,175.04
STK040,2023-05-10,6.3,3.42,76.38,195.7
STK036,2023-06-28,68.53,-2.82,291.67,248.79
STK013,2024-11-02,99.16,-1.62,151.98,124.71
STK038,2024-01-28,35.29,-2.43,28.84,280.66
STK021,2024-07-21,82.87,-3.46,145.94,268.65
STK001,2024-10-21,30.3,-0.78,109.92,228.53
STK025,2024-04-05,3.36,1.98,236.7,207.76
STK040,2024-07-18,50.33,3.0,236.13,269.02
STK020,2024-09-22,95.58,-4.28,298.01,120.13
STK020,2024-08-28,6.3,-2.19,51.7,167.39
STK025,2023-01-19,34.65,-1.45,143.5,200.03
STK018,2024-09-11,56.51,0.1,237.87,23.31
STK003,2024-06-15,20.7,1.23,92.88,248.3
STK038,2023-03-02,0.83,3.32,281.15,262.77
STK017,2023-06-10,16.31,4.66,245.2,75.29
STK011,2023-08-04,67.35,4.54,151.94,267.56
STK033,2024-04-19,28.8,2.07,118.38,94.78
STK001,2023-05-07,5.52,1.69,150.16,101.19
STK004,2023-05-31,73.52,-1.27,158.03,214.77
STK024,2024-08-18,45.74,-3.37,246.6,104.6
STK026,2024-02-24,44.36,-0.84,102.58,274.04
STK009,2024-01-01,10.89,-1.89,185.99,297.05
STK031,2023-09-21,18.4,1.49,27.83,40.71
STK033,2024-09-23,46.49,-3.43,82.66,189.95
STK033,2024-12-01,33.17,-0.44,270.29,33.8
STK026,2024-03-21,40.93,-1.81,94.35,177.44
STK024,2023-08-17,3.2,-2.17,174.32,139.74
STK029,2023-07-31,2.46,3.39,34.84,204.59
STK004,2024-10-01,37.11,-1.25,250.39,142.19
STK013,2024-05-25,18.73,2.94,135.71,236.29
STK032,2024-01-30,7.18,2.19,58.34,164.2
STK035,2023-10-03,27.17,-1.88,123.01,201.93
STK027,2023-01-19,91.07,4.08,258.75,188.68
STK036,2024-06-07,49.79,-1.84,251.65,249.7
STK035,2024-05-14,19.91,-1.26,258.18,239.57
STK019,2024-02-25,81.3,4.74,68.78,207.13
STK015,2023-12-26,47.13,2.81,139.25,282.95
STK028,2024-02-22,34.12,-0.1,112.36,187.25
STK025,2023-11-28,35.62,0.3,162.67,234.14
STK006,2024-05-25,70.78,0.82,247.47,285.0
STK026,2024-03-14,62.94,2.09,54.88,134.65
STK013,2023-01-20,63.38,-0.61,226.75,180.54
STK022,2024-04-05,92.25,-0.41,201.47,127.24
STK036,2023-02-19,77.35,2.96,230.11,283.17
STK002,2023-06-24,44.84,2.71,266.82,86.95
STK009,2024-03-05,75.39,4.87,293.6,291.3
STK021,2024-07-28,34.06,1.19,58.96,124.61
STK009,2023-09-10,26.39,1.29,70.8,213.31
STK008,2024-09-08,61.19,4.82,132.12,78.91
STK028,2024-10-01,78.99,-0.61,227.43,99.76
STK030,2024-11-06,99.65,-2.13,186.28,206.58
STK003,2023-12-24,3.86,-3.97,232.55,155.11
STK016,2024-01-22,57.88,1.61,281.58,68.93
STK039,2023-04-14,68.96,2.2,154.21,227.1
STK030,2023-03-26,78.79,0.24,130.46,181.31
STK018,2024-04-03,60.17,4.2,218.82,35.42
STK036,2023-07-21,58.95,3.95,289.0,172.2
STK031,2024-06-20,58.14,-1.45,69.12,231.55
STK028,2024-08-12,0.02,-3.04,197.47,107.03
STK007,2023-06-25,58.64,4.15,245.71,208.97
STK007,2024-02-29,73.84,-0.41,128.73,89.0
STK003,2023-04-15,50.36,4.66,257.33,47.34
STK029,2023-07-26,84.68,-1.52,67.54,158.11
STK017,2024-01-12,71.0,-3.57,224.88,37.72
STK024,2024-11-05,70.3,1.71,215.47,76.99
STK040,2024-11-24,54.3,4.66,150.03,202.17
STK039,2023-10-06,10.93,4.97,128.3,185.97
STK034,2023-01-23,50.61,0.48,150.37,55.16
STK037,2024-08-10,40.17,-3.35,237.54,75.18
STK025,2024-10-27,7.28,-0.32,179.47,265.44
STK031,2023-03-28,5.57,1.79,63.96,77.71
STK035,2024-03-20,25.84,4.32,171.93,211.72
STK029,2023-10-04,47.08,-0.42,180.08,167.49
STK026,2024-06-11,25.13,-0.13,170.8,231.26
STK036,2023-06-15,27.0,0.97,144.61,196.26
STK035,2023-12-26,76.55,-4.33,283.44,43.82
STK032,2024-10-10,68.01,-2.87,112.39,254.27
STK035,2023-03-30,35.82,4.25,98.04,73.63
STK026,2024-10-17,9.44,4.38,186.21,292.16
STK021,2023-05-01,67.81,-2.88,295.64,216.48
STK022,2023-03-29,67.91,3.0,114.8,164.96
STK005,2023-07-18,76.05,0.02,270.46,187.64
STK006,2024-05-24,62.13,3.28,48.2,53.39
STK021,2024-09-13,66.51,-0.53,246.33,289.41
STK014,2023-10-24,23.49,4.48,256.34,196.09
STK031,2023-10-31,6.54,4.36,52.29,85.97
STK034,2024-07-15,61.15,4.52,218.03,188.88
STK038,2024-05-25,61.22,0.31,154.87,192.78
STK032,2023-07-01,78.74,-3.04,157.88,106.74
STK014,2024-03-20,74.21,4.15,55.47,224.89
STK024,2024-03-01,24.18,-0.33,24.44,197.64
STK033,2024-11-28,56.39,4.33,73.43,250.35
STK027,2023-03-18,78.17,1.36,206.22,169.03
STK010,2023-10-26,49.75,0.76,255.94,118.14
STK014,2023-02-15,97.5,4.64,235.05,145.93
STK009,2023-05-03,51.38,-3.94,205.56,101.79
STK032,2024-06-09,26.55,-2.69,178.81,217.19
STK031,2023-10-24,11.78,-1.36,54.21,219.59
STK013,2024-11-28,91.1,-0.93,187.64,278.12
STK037,2024-05-17,87.48,3.34,83.29,238.34
STK005,2023-05-15,28.01,-0.1,53.44,36.73
STK006,2023-02-18,96.15,0.1,201.37,80.23
STK006,2023-03-24,15.69,4.69,273.26,151.01
STK017,2023-09-19,33.96,-0.14,292.8,289.36
STK039,2024-02-27,92.45,1.85,203.36,105.05
STK033,2023-06-30,20.23,-0.64,81.31,163.16
STK016,2023-04-01,22.27,3.18,140.08,155.51
STK010,2024-10-10,20.37,-0.12,134.83,178.01
STK015,2023-07-25,56.19,2.61,139.94,218.21
STK017,2024-11-13,35.62,-1.89,254.51,62.35
STK016,2024-10-09,59.68,-2.42,251.96,202.2
STK027,2024-02-12,9.4,0.63,272.88,253.57
STK007,2023-01-28,51.51,2.59,291.07,277.35
STK011,2024-09-25,43.32,4.4,61.5,55.65
STK023,2024-09-03,6.02,-2.32,61.59,269.05
STK023,2024-01-21,23.7,3.52,279.65,114.51
STK024,2024-06-05,71.31,0.01,122.38,287.14
STK009,2023-03-07,90.77,1.57,36.65,253.7
STK033,2023-04-28,25.02,2.85,244.33,272.81
STK040,2023-02-18,59.65,-0.35,44.14,76.59
STK010,2024-11-17,99.29,4.97,135.96,294.22
STK036,2023-01-04,58.75,-2.6,239.94,160.68
STK016,2024-03-01,99.16,0.76,101.84,195.61
STK023,2024-04-26,0.22,4.52,238.61,149.23
STK031,2024-06-05,83.12,-2.88,245.57,225.41
STK034,2024-04-21,26.19,2.85,214.21,159.38
STK028,2023-10-01,12.07,1.01,169.59,98.82
STK001,2023-04-29,55.9,2.77,24.69,204.15
STK038,2023-01-28,88.05,-3.15,209.03,290.35
STK002,2024-03-31,56.8,1.53,88.26,125.46
STK039,2023-01-02,98.42,-4.96,46.65,290.54
STK039,2024-10-08,19.6,2.34,243.88,49.13
STK023,2023-05-17,56.03,-1.41,228.63,27.34
STK009,2024-08-23,94.02,-4.26,80.63,292.14
STK036,2024-10-28,24.94,0.19,58.17,225.73
STK021,2024-11-22,70.34,4.98,296.59,177.26
STK027,2024-05-04,61.68,2.11,224.23,64.64
STK015,2023-12-29,57.72,4.17,209.9,131.22
STK004,2023-02-26,0.52,-2.2,130.2,164.5
STK023,2023-05-28,71.03,3.68,46.54,115.01
STK030,2024-03-05,35.91,1.98,227.06,223.86
STK014,2023-07-26,31.65,-4.54,51.31,48.58
STK021,2023-02-18,56.34,0.99,266.23,35.13
STK023,2023-04-11,35.05,-0.52,279.63,46.37
STK010,2024-05-10,27.6,2.28,60.57,186.52
STK028,2024-10-17,77.04,4.94,136.93,57.6
STK039,2023-11-21,30.05,-0.08,158.03,183.67
STK009,2023-11-03,45.4,2.69,62.28,53.21
STK016,2023-05-23,34.63,0.22,27.03,159.84
STK007,2024-11-28,12.75,2.36,264.17,20.22
STK024,2023-08-19,64.55,4.3,49.48,233.68
STK006,2023-04-28,79.05,-2.84,149.38,273.71
STK039,2023-06-06,50.27,3.39,94.29,253.6
STK004,2023-06-08,16.42,4.64,163.58,221.96
STK022,2024-06-09,46.45,-0.45,232.46,54.41
STK009,2023-10-24,1.58,-2.54,92.52,219.67
STK034,2024-06-11,23.46,3.29,228.99,206.42
STK005,2023-03-24,35.23,1.55,67.88,228.31
STK011,2023-09-19,62.97,2.03,280.24,66.28
STK024,2024-07-31,82.64,-2.8,99.27,244.51
STK014,2023-06-25,9.1,-4.25,233.14,154.78
STK005,2023-03-14,49.49,-3.52,273.17,270.99
STK025,2023-08-17,81.32,4.9,219.74,185.46
STK002,2024-11-28,66.8,1.94,214.42,31.8
STK028,2023-06-06,23.46,3.96,124.73,139.34
STK008,2023-06-25,21.73,3.7,32.88,141.98
STK020,2023-08-19,99.54,-3.47,49.09,55.76
STK002,2024-03-22,40.38,-3.3,142.46,273.62
STK038,2024-01-16,95.55,4.71,194.36,163.75
STK010,2024-06-16,69.56,-2.03,290.71,95.8
STK009,2024-02-03,42.15,-4.72,185.22,161.63
STK015,2023-06-18,52.45,-2.66,37.9,152.22
STK015,2024-03-18,74.28,2.51,199.66,262.48
STK016,2023-08-04,31.65,2.97,130.52,44.31
STK022,2024-11-01,84.39,-0.25,194.24,175.43
STK036,2023-02-18,38.15,0.06,125.81,232.04
STK039,2024-02-03,65.15,0.54,119.11,253.61
STK031,2024-01-15,38.88,3.84,78.75,129.78
STK012,2023-08-20,19.52,0.53,41.3,261.8
STK003,2024-11-09,96.2,4.97,179.91,117.42
STK001,2023-10-08,60.56,4.48,136.27,137.16
STK014,2023-11-20,42.65,-3.19,73.95,174.18
STK010,2023-12-14,77.71,-1.28,287.01,44.2
STK038,2023-10-20,89.14,-3.07,206.55,116.69
STK018,2024-11-07,40.99,-1.9,276.34,202.6
STK014,2024-04-22,36.38,4.0,265.62,278.25
STK040,2023-02-11,99.61,-3.16,93.11,201.58
STK026,2023-05-10,74.0,2.58,229.07,45.29
STK032,2023-10-06,57.63,-2.25,242.78,193.73
STK036,2023-08-24,56.45,-4.56,94.37,161.94
STK008,2024-06-09,13.73,2.6,38.52,49.82
STK008,2023-11-02,51.85,-1.27,292.93,49.32
STK036,2024-03-24,57.89,-0.74,90.96,268.05
STK018,2023-01-24,40.77,-4.63,258.85,265.54
STK036,2023-07-02,31.03,1.67,242.53,56.99
STK010,2023-06-18,61.34,-0.04,243.9,236.34
STK038,2024-09-24,8.33,4.41,69.04,70.81
STK040,2023-07-26,72.72,2.52,209.3,171.3
STK004,2024-06-08,35.19,2.51,259.11,65.39
STK032,2024-11-27,46.65,-4.67,124.26,246.18
STK014,2024-04-21,9.12,0.35,236.92,196.33
STK039,2024-01-27,14.28,3.96,152.4,134.25
STK021,2024-08-27,0.78,3.7,258.36,94.9
STK039,2024-10-28,48.07,4.31,90.43,111.64
STK004,2023-04-21,63.11,-1.43,176.26,115.17
STK023,2023-09-15,33.43,3.42,58.09,69.03
STK005,2024-04-11,57.02,-2.25,292.73,297.91
STK001,2023-04-17,82.88,1.47,92.04,220.76
STK031,2023-03-18,40.63,-0.02,282.63,188.04
STK031,2023-07-03,49.98,-3.61,255.47,287.38
STK037,2023-09-21,35.91,-1.6,100.74,181.52
STK031,2023-06-26,43.09,-2.36,95.25,165.64
STK040,2023-09-19,9.99,-0.48,270.07,64.92
STK004,2024-07-23,61.38,-4.33,59.08,199.51
STK038,2023-10-17,27.5,-1.17,279.1,121.38
STK030,2023-08-10,47.23,-2.51,57.53,85.15
STK033,2023-05-31,20.22,1.12,113.41,115.56
STK017,2024-03-18,38.06,3.71,242.36,75.48
STK027,2024-05-27,78.81,0.27,96.57,287.74
STK010,2024-10-17,97.1,4.14,98.4,154.41
STK016,2024-01-14,56.81,-3.83,261.26,37.84
STK033,2023-01-02,87.73,2.69,184.91,209.5
STK038,2023-10-09,49.1,1.29,195.7,155.33
STK035,2024-04-21,13.08,0.51,133.8,109.52
STK038,2023-06-01,18.15,3.36,134.39,271.62
STK015,2023-08-18,49.34,1.65,198.81,259.46
STK026,2023-03-26,26.64,-3.28,129.75,188.42
STK040,2024-01-15,21.79,3.56,163.39,264.47
STK010,2023-10-26,5.44,2.4,44.86,255.16
STK018,2024-10-04,78.79,4.87,260.73,183.02
STK019,2024-04-09,2.05,-2.43,174.26,250.14
STK039,2023-07-16,99.96,3.64,184.41,71.86
STK020,2024-09-23,83.35,4.46,66.22,231.4
STK033,2023-06-14,87.96,-0.45,238.63,193.39
STK023,2024-09-17,64.35,4.67,130.91,80.38
STK037,2023-05-09,74.01,-3.93,50.71,129.55
STK034,2024-04-22,18.73,3.75,252.14,36.73
STK001,2023-05-21,59.93,-0.33,170.74,57.32
STK040,2023-01-15,58.02,-1.95,126.67,157.58
STK002,2024-05-13,36.63,4.94,231.89,95.2
STK005,2023-05-18,93.22,-3.75,157.91,98.47
STK005,2024-02-15,49.5,3.03,191.51,232.43
STK028,2023-11-10,34.08,-1.04,254.23,42.5
STK020,2024-02-20,76.48,-3.9,47.42,237.87
STK025,2024-08-07,37.87,-2.89,42.61,28.28
STK036,2024-10-14,70.24,1.92,298.04,74.95
STK039,2024-04-09,86.99,-3.09,114.41,148.18
STK027,2024-05-07,30.01,-3.1,219.93,235.16
STK001,2023-09-25,45.5,2.41,58.4,264.12
STK017,2023-07-14,52.45,3.7,241.96,86.72
STK001,2023-01-15,92.34,-3.77,204.62,136.99
STK021,2024-11-26,58.03,1.28,288.7,35.8
STK028,2023-04-18,52.55,-1.68,116.96,189.53
STK028,2024-08-16,70.57,-2.2,281.69,20.85
STK039,2024-11-05,77.73,3.16,267.73,120.49
STK022,2023-11-25,11.9,-0.46,112.05,91.34
STK024,2024-04-10,84.67,-3.33,209.91,188.81
STK038,2023-05-29,96.16,-1.92,126.51,64.32
STK040,2024-11-08,52.06,4.79,72.47,98.63
